순번,취업일자,연령,장애유형,중증여부,근무지역,취업직종대분류
346,2022-01-01,69,지체장애,경증,서울 구로구,경영·행정·사무직
347,2022-01-01,69,뇌병변장애,경증,서울 구로구,경영·행정·사무직
348,2022-01-01,66,지체장애,경증,서울 구로구,경영·행정·사무직
349,2022-01-01,31,자폐성장애,중증,서울 구로구,경영·행정·사무직
350,2022-01-01,48,지적장애,중증,서울 구로구,경영·행정·사무직
351,2022-01-01,59,뇌병변장애,중증,서울 구로구,경영·행정·사무직
352,2022-01-01,72,언어장애,중증,서울 구로구,경영·행정·사무직
353,2022-01-01,41,뇌병변장애,경증,서울 구로구,경영·행정·사무직
354,2022-01-01,55,지체장애,중증,서울 구로구,경영·행정·사무직
355,2022-01-01,31,지적장애,중증,서울 구로구,경영·행정·사무직
356,2022-01-01,56,지체장애,경증,서울 구로구,경영·행정·사무직
357,2022-01-01,68,지체장애,경증,서울 구로구,경영·행정·사무직
358,2022-01-01,52,지체장애,경증,서울 구로구,경영·행정·사무직
359,2022-01-01,64,지체장애,경증,서울 구로구,경영·행정·사무직
360,2022-01-01,62,지체장애,중증,서울 구로구,경영·행정·사무직
361,2022-01-01,37,지체장애,중증,서울 구로구,경영·행정·사무직
362,2022-01-01,60,지체장애,경증,서울 구로구,경영·행정·사무직
363,2022-01-01,68,지체장애,경증,서울 구로구,경영·행정·사무직
364,2022-01-01,70,지체장애,경증,서울 구로구,경영·행정·사무직
365,2022-01-01,64,지체장애,경증,서울 구로구,경영·행정·사무직
366,2022-01-01,47,청각장애,중증,서울 구로구,경영·행정·사무직
367,2022-01-01,42,지체장애,중증,서울 구로구,경영·행정·사무직
368,2022-01-01,58,뇌병변장애,경증,서울 구로구,경영·행정·사무직
369,2022-01-01,43,지적장애,중증,서울 구로구,경영·행정·사무직
370,2022-02-04,53,청각장애,중증,서울 구로구,경영·행정·사무직
371,2022-02-01,62,지체장애,중증,서울 구로구,경영·행정·사무직
372,2022-01-24,53,지체장애,중증,서울 구로구,경영·행정·사무직
373,2022-01-27,63,시각장애,중증,서울 구로구,경영·행정·사무직
374,2022-10-01,61,신장장애,중증,서울 금천구,경영·행정·사무직
375,2022-01-01,72,시각장애,경증,서울 금천구,경영·행정·사무직
376,2022-01-01,78,지체장애,경증,서울 금천구,경영·행정·사무직
377,2022-01-01,42,뇌병변장애,중증,서울 금천구,경영·행정·사무직
378,2022-01-01,64,뇌병변장애,경증,서울 금천구,경영·행정·사무직
379,2022-01-01,75,시각장애,중증,서울 금천구,경영·행정·사무직
380,2022-01-01,63,신장장애,중증,서울 금천구,경영·행정·사무직
381,2022-01-01,52,지체장애,경증,서울 금천구,경영·행정·사무직
382,2022-01-01,62,시각장애,경증,서울 금천구,경영·행정·사무직
383,2022-01-01,22,지적장애,중증,서울 금천구,경영·행정·사무직
384,2022-01-01,68,신장장애,중증,서울 금천구,경영·행정·사무직
385,2022-01-01,72,지체장애,경증,서울 금천구,경영·행정·사무직
386,2022-01-01,80,청각장애,경증,서울 금천구,경영·행정·사무직
387,2022-01-01,64,지체장애,경증,서울 금천구,경영·행정·사무직
388,2022-01-01,80,시각장애,경증,서울 금천구,경영·행정·사무직
389,2022-01-01,62,뇌병변장애,중증,서울 금천구,경영·행정·사무직
390,2022-01-01,48,지체장애,경증,서울 금천구,경영·행정·사무직
391,2022-01-01,29,뇌병변장애,경증,서울 금천구,경영·행정·사무직
392,2022-01-01,72,지체장애,중증,서울 금천구,경영·행정·사무직
393,2022-01-01,31,신장장애,경증,서울 금천구,청소 및 기타 개인서비스직
394,2022-01-01,51,지체장애,경증,서울 금천구,경영·행정·사무직
395,2022-01-01,48,뇌전증장애,중증,서울 금천구,경영·행정·사무직
396,2022-01-01,61,지체장애,경증,서울 금천구,경영·행정·사무직
397,2022-01-01,67,지체장애,중증,서울 금천구,경영·행정·사무직
398,2022-01-01,82,신장장애,중증,서울 금천구,경영·행정·사무직
399,2022-01-01,76,청각장애,경증,서울 금천구,경영·행정·사무직
400,2022-01-01,72,지체장애,경증,서울 금천구,경영·행정·사무직
401,2022-01-01,74,청각장애,경증,서울 금천구,경영·행정·사무직
402,2022-01-01,67,신장장애,경증,서울 금천구,경영·행정·사무직
403,2022-01-01,77,지체장애,경증,서울 금천구,경영·행정·사무직
404,2022-01-01,57,시각장애,경증,서울 금천구,경영·행정·사무직
405,2022-01-01,74,청각장애,경증,서울 금천구,경영·행정·사무직
406,2022-01-01,32,청각장애,중증,서울 금천구,경영·행정·사무직
407,2022-01-01,62,지체장애,경증,서울 금천구,경영·행정·사무직
408,2022-01-01,66,지체장애,경증,서울 금천구,경영·행정·사무직
409,2022-01-01,27,지체장애,중증,서울 금천구,경영·행정·사무직
410,2022-01-01,68,지체장애,경증,서울 금천구,경영·행정·사무직
411,2022-01-01,69,청각장애,경증,서울 금천구,경영·행정·사무직
412,2022-01-01,45,지체장애,경증,서울 금천구,경영·행정·사무직
413,2022-01-01,54,시각장애,경증,서울 금천구,경영·행정·사무직
414,2022-01-01,44,청각장애,경증,서울 금천구,경영·행정·사무직
415,2022-01-01,74,지체장애,경증,서울 금천구,경영·행정·사무직
416,2022-01-01,63,지체장애,경증,서울 금천구,경영·행정·사무직
417,2022-01-01,62,지체장애,경증,서울 금천구,경영·행정·사무직
418,2022-01-01,33,지적장애,중증,서울 금천구,경영·행정·사무직
419,2022-01-01,28,지적장애,중증,서울 금천구,경영·행정·사무직
420,2022-01-01,44,지체장애,경증,서울 금천구,경영·행정·사무직
421,2022-01-01,48,지체장애,경증,서울 금천구,경영·행정·사무직
422,2022-01-01,75,지체장애,경증,서울 금천구,경영·행정·사무직
423,2022-01-01,63,지체장애,경증,서울 금천구,경영·행정·사무직
424,2022-01-01,21,지적장애,중증,서울 금천구,경영·행정·사무직
425,2022-01-01,69,지체장애,경증,서울 금천구,경영·행정·사무직
426,2022-01-01,59,지체장애,경증,서울 금천구,경영·행정·사무직
427,2022-01-01,68,지체장애,경증,서울 금천구,경영·행정·사무직
428,2022-01-01,80,시각장애,경증,서울 금천구,경영·행정·사무직
429,2022-01-01,68,지체장애,경증,서울 금천구,경영·행정·사무직
430,2022-01-01,59,지적장애,중증,서울 금천구,경영·행정·사무직
431,2022-01-01,55,지적장애,중증,서울 금천구,경영·행정·사무직
432,2022-01-01,72,청각장애,경증,서울 금천구,경영·행정·사무직
433,2022-01-01,59,정신장애,중증,서울 금천구,경영·행정·사무직
434,2022-01-01,33,시각장애,경증,서울 금천구,경영·행정·사무직
435,2022-01-01,49,언어장애,경증,서울 금천구,경영·행정·사무직
436,2022-01-01,50,지체장애,경증,서울 금천구,경영·행정·사무직
437,2022-01-01,68,지적장애,중증,서울 금천구,청소 및 기타 개인서비스직
438,2022-01-01,35,지적장애,중증,서울 금천구,경영·행정·사무직
439,2022-01-01,56,지체장애,중증,서울 금천구,경영·행정·사무직
440,2022-01-01,47,청각장애,중증,서울 금천구,경영·행정·사무직
441,2022-01-01,77,청각장애,중증,서울 금천구,경영·행정·사무직
442,2022-01-01,70,지체장애,경증,서울 금천구,경영·행정·사무직
443,2022-01-01,55,시각장애,중증,서울 금천구,경영·행정·사무직
444,2022-01-01,57,지체장애,경증,서울 금천구,경영·행정·사무직
445,2022-01-01,34,지체장애,중증,서울 금천구,경영·행정·사무직
446,2022-01-01,31,지체장애,경증,서울 금천구,경영·행정·사무직
447,2022-01-01,54,지체장애,경증,서울 금천구,경영·행정·사무직
448,2022-01-01,57,지체장애,경증,서울 금천구,경영·행정·사무직
449,2022-01-01,67,지체장애,경증,서울 금천구,경영·행정·사무직
450,2022-01-01,60,지체장애,중증,서울 금천구,경영·행정·사무직
451,2022-01-01,61,지체장애,경증,서울 금천구,경영·행정·사무직
452,2022-01-01,49,지체장애,경증,서울 금천구,경영·행정·사무직
453,2022-01-01,59,시각장애,경증,서울 금천구,경영·행정·사무직
454,2022-01-01,51,지적장애,중증,서울 금천구,경영·행정·사무직
455,2022-01-01,51,지체장애,중증,서울 금천구,경영·행정·사무직
456,2022-01-01,69,지체장애,경증,서울 금천구,경영·행정·사무직
457,2022-01-01,51,지체장애,중증,서울 금천구,경영·행정·사무직
458,2022-01-01,46,지체장애,경증,서울 금천구,경영·행정·사무직
459,2022-01-01,57,지체장애,중증,서울 금천구,경영·행정·사무직
460,2022-01-01,46,청각장애,중증,서울 금천구,경영·행정·사무직
461,2022-08-09,66,지체장애,경증,전북 전주시,청소 및 기타 개인서비스직
462,2022-06-01,53,정신장애,중증,전북 전주시 덕진구,제조 단순직
463,2022-05-01,63,지체장애,경증,전북 전주시 덕진구,제조 단순직
464,2022-04-15,24,지적장애,중증,전북 전주시 덕진구,제조 단순직
465,2022-05-17,74,지체장애,중증,전북 전주시 덕진구,제조 단순직
466,2022-01-01,71,청각장애,경증,전북 전주시,제조 단순직
467,2022-01-01,71,시각장애,경증,전북 전주시,제조 단순직
468,2022-02-24,74,지체장애,경증,전북 전주시,제조 단순직
469,2022-10-01,30,시각장애,중증,광주 남구,보건·의료직
470,2022-01-01,66,시각장애,중증,광주 남구,보건·의료직
471,2022-01-01,23,시각장애,중증,광주 남구,보건·의료직
472,2022-01-01,62,시각장애,중증,광주 남구,보건·의료직
473,2022-01-01,80,시각장애,경증,광주 남구,보건·의료직
474,2022-01-01,72,시각장애,중증,광주 남구,보건·의료직
475,2022-01-01,71,시각장애,중증,광주 남구,보건·의료직
476,2022-01-01,51,시각장애,중증,광주 남구,보건·의료직
477,2022-01-01,67,시각장애,중증,광주 남구,보건·의료직
478,2022-01-01,61,시각장애,중증,광주 남구,보건·의료직
479,2022-01-01,37,시각장애,중증,광주 남구,보건·의료직
480,2022-01-01,63,시각장애,중증,광주 남구,보건·의료직
481,2022-01-01,69,시각장애,중증,광주 남구,보건·의료직
482,2022-01-01,52,시각장애,경증,광주 남구,보건·의료직
483,2022-01-01,70,시각장애,중증,광주 남구,보건·의료직
484,2022-01-01,57,시각장애,중증,광주 남구,보건·의료직
485,2022-01-01,60,시각장애,중증,광주 남구,보건·의료직
486,2022-01-01,80,시각장애,중증,광주 남구,보건·의료직
487,2022-01-01,40,시각장애,중증,광주 남구,보건·의료직
488,2022-01-01,66,시각장애,중증,광주 남구,보건·의료직
489,2022-01-01,66,시각장애,중증,광주 남구,보건·의료직
490,2022-01-01,69,시각장애,중증,광주 남구,보건·의료직
491,2022-01-01,70,시각장애,중증,광주 남구,보건·의료직
492,2022-01-01,52,시각장애,중증,광주 남구,보건·의료직
493,2022-01-01,65,시각장애,중증,광주 남구,보건·의료직
494,2022-01-01,56,지적장애,중증,광주 남구,보건·의료직
495,2022-01-01,60,시각장애,중증,광주 남구,보건·의료직
496,2022-01-01,59,시각장애,중증,광주 남구,보건·의료직
497,2022-01-01,70,시각장애,중증,광주 남구,보건·의료직
498,2022-01-01,62,시각장애,중증,광주 남구,보건·의료직
499,2022-01-01,67,시각장애,중증,광주 남구,보건·의료직
500,2022-01-01,69,시각장애,중증,광주 남구,보건·의료직
501,2022-01-01,61,시각장애,중증,광주 남구,보건·의료직
502,2022-01-01,79,시각장애,경증,광주 남구,보건·의료직
503,2022-01-01,51,시각장애,경증,광주 북구,보건·의료직
504,2022-01-01,59,시각장애,중증,광주 남구,보건·의료직
505,2022-01-01,67,시각장애,경증,광주 남구,보건·의료직
506,2022-01-01,69,시각장애,중증,광주 남구,보건·의료직
507,2022-01-01,71,시각장애,중증,광주 남구,보건·의료직
508,2022-01-01,75,시각장애,중증,광주 남구,보건·의료직
509,2022-01-01,56,시각장애,중증,광주 남구,보건·의료직
510,2022-01-01,69,시각장애,경증,광주 남구,보건·의료직
511,2022-01-01,45,시각장애,중증,광주 남구,보건·의료직
512,2022-01-01,67,시각장애,중증,광주 남구,보건·의료직
513,2022-01-01,73,시각장애,중증,광주 남구,보건·의료직
514,2022-01-01,55,정신장애,중증,광주 남구,보건·의료직
515,2022-01-01,34,시각장애,중증,광주 남구,보건·의료직
516,2022-01-01,43,시각장애,중증,광주 남구,보건·의료직
517,2022-01-01,74,시각장애,경증,광주 남구,보건·의료직
518,2022-01-01,70,시각장애,중증,광주 남구,보건·의료직
519,2022-01-01,52,시각장애,중증,광주 남구,보건·의료직
520,2022-01-01,63,시각장애,중증,광주 남구,보건·의료직
521,2022-01-01,72,시각장애,중증,광주 남구,보건·의료직
522,2022-01-01,76,시각장애,경증,광주 남구,보건·의료직
523,2022-01-01,69,시각장애,중증,광주 남구,보건·의료직
524,2022-01-01,67,시각장애,경증,광주 남구,보건·의료직
525,2022-01-01,45,시각장애,중증,광주 남구,보건·의료직
